0	Sprachen
1	{action}. Modul: {module}. Die folgende Deklaration, die Originalhinweise und die Implementierung erläutern Einheiten, Endmarkierungen und Rückgabebedingungen.
2	Exitcode der Kompilierung: {build} / Ausführungsstatus: {runtime}
3	Emulatoraufnahme für {id}
4	{count} Einträge. Öffnen Sie einen Eintrag, um Syntax, Argumente, Quellhinweise und ein Anwendungsbeispiel zu sehen. Aufruffragmente benötigen zusätzliche Initialisierung und sind keine eigenständigen ROMs. Die Beispiele zeigen, wie vorbereitete Werte an die API übergeben werden; sie belegen keine Prüfung am Gerät.
5	. Stellen Sie für Arrays und Zeiger ausreichend Speicher bereit und halten Sie ihn bis zum Ende der Verarbeitung gültig.
6	. Binden Sie auch die Implementierungen aller zusätzlich aufgerufenen Funktionen ein.
7	. Die Originalhinweise und die Rückgabebedingungen der Implementierung bestimmen Bedeutung sowie Erfolgs- und Fehlerwerte.
8	Anfangs 000; A erhöht den Wert einmal pro Tastendruck
9	001; keine Callbacks registriert
10	001; numerisches Poolbeispiel ohne Darstellung von Geschossen im Hintergrund
11	001; das Trace-Protokoll enthält HP=42
12	042 nach einem Schritt; dieses Beispiel verwendet ganzzahlige Pixel
13	042 und ein Rechteckton
14	042 und ein kurzer Rechteckton
15	042 in Violett auf Weiß; CGB-Modus
16	042: ganzzahlige Pixelkoordinaten
17	042: Weltkoordinate x=52 minus Kamerakoordinate x=10
18	042; Datenkopie aus dem festen ROM-Bereich in Bank 0
19	042; ausdrückliche Einbindung im Spiel mithilfe der Headerkonstanten
20	042; der Verlauf enthält (20,30)
21	042; drei Bytes mit dem Wert 42
22	255 bei getrennter Verbindung; 000 bei Zeitüberschreitung; Wert der Gegenstelle bei bestehender Verbindung
23	4 an Position (3,8)
24	Ein Sprite auf dem Bildschirm
25	HELLO WORLD und 042
26	Großbuchstaben, Kleinbuchstaben, Ziffern und alle 30 mitgelieferten Satz- und Sonderzeichen
27	Buchstabe A an der Spriteposition
28	Der Titel wandert nach links, wenn SCX steigt
29	Der Titel scrollt horizontal
30	Wert von 000 bis 009; derselbe Startwert erzeugt dieselbe Folge
31	2D-Bewegung und Kollisionen
32	Physik für achsenparallele 3D-Quader
33	Ressourcen-IDs und Datenbeschreibungen
34	Hintergrund, Fenster und geteiltes Scrollen
35	Bankabhängiger Zugriff auf Code und Daten
36	Grundlegende Ganzzahltypen
37	Spielbretter, Zuglisten und Rücknahme
38	Geschosspools, Fächermuster, Treffer und Streiferkennung
39	Tastenzustand, Drücken, Loslassen und Wiederholung
40	C-Hilfsfunktionen für NMI, OAM und PPU-Übertragungen
