0	Idiomas
1	{action}. Módulo: {module}. A declaração, as notas originais e a implementação abaixo definem as unidades, os terminadores e as condições de retorno.
2	Código de saída da compilação: {build} / Execução: {runtime}
3	Captura de {id} no emulador
4	{count} entradas. Abra uma entrada para consultar a sintaxe, os argumentos, as notas do fonte e o exemplo de uso. Os fragmentos de chamada dependem de inicialização ao redor deles; não são ROMs independentes. Os novos exemplos de passagem de argumentos mostram como fornecer valores preparados à API, mas não comprovam o funcionamento no dispositivo.
5	. Para arrays e ponteiros, reserve memória suficiente e mantenha-a válida até o fim do processamento.
6	. Inclua também as unidades que fornecem as outras funções chamadas.
7	. As notas originais e as condições de retorno da implementação definem o significado e os valores de sucesso ou falha.
8	000 inicialmente; A incrementa uma vez a cada nova pressão
9	001; nenhum callback registrado
10	001; exemplo numérico do conjunto de objetos, sem composição de projéteis no fundo
11	001; o registro de rastreamento contém HP=42
12	042 após um passo; este exemplo usa pixels inteiros
13	042 e um tom de onda de pulso
14	042 e um breve tom de onda de pulso
15	042 em roxo sobre branco; modo CGB
16	042: coordenadas em pixels inteiros
17	042: x=52 no mundo menos x=10 da câmera
18	042; cópia de dados da ROM fixa do banco 0
19	042; integração explícita no jogo usando as constantes do cabeçalho
20	042; o histórico contém (20,30)
21	042; três bytes, cada um com o valor 42
22	255 com o link desconectado; 000 se houver timeout; valor do outro participante quando conectado
23	4 em (3,8)
24	Um sprite na tela
25	HELLO WORLD e 042
26	Maiúsculas, minúsculas, números e todos os 30 sinais fornecidos
27	Letra A na posição do sprite
28	O título se move para a esquerda à medida que SCX aumenta
29	O título rola horizontalmente
30	Valores de 000 a 009; a mesma semente repete a sequência
31	Movimento e colisão em 2D
32	Física de caixas AABB em 3D
33	Identificadores de recursos e descritores de dados
34	Rolagem do fundo, da janela e de áreas divididas
35	Acesso a código e dados por bancos
36	Tipos inteiros básicos
37	Tabuleiros, listas de jogadas e desfazer
38	Conjuntos de projéteis, leques, impactos e passagem próxima
39	Estado, pressão, liberação e repetição de botões
40	Funções auxiliares C para NMI, OAM e transferências de PPU
41	Paletas de fundo e OBJ de CGB
42	Números e atributos de tiles CGB
43	Física de círculos
44	Gráficos de arame coloridos para CGB
45	Funções intrínsecas do compilador
46	Comunicação DMG-07 com relógio externo
47	Operações diretas de PPU
48	Operações de disco FDS
49	Sobreposições de código FDS
50	Declarações de salvamento FDS
51	Som por tabela de ondas FDS
52	Aritmética inteira rápida
53	Interface intrínseca de ponto fixo
54	Arrays de atores do jogo
55	Macros de operações para jogos
56	Repetição ao manter um botão pressionado
57	Imagens compostas de vários sprites
58	Varredura do teclado
59	Interface de entrada de pistola de luz
60	Carregamento de arquivos FDS
61	Tabelas de consulta
62	Interface de entrada e saída MIDI
63	Bancos e interrupções do mapper
64	Entrada do microfone
65	Reprodução musical pela interrupção VBlank
66	Música, efeitos sonoros e controle de áudio
67	Entrada de controles NES
68	Paletas NES
69	Recursos de nametable e posicionamento
70	Atributos de nametable
71	Operações sobre a cópia da OAM em RAM
72	Reserva de OBJ, posicionamento, metasprites e animação
73	Conjuntos de objetos baseados em arrays fixos
74	Declarações de exibição da PPU
75	Aritmética de ponto fixo Q8.8 e retângulos
76	Atualizações de VRAM em fila e transferência
77	Registros e asserções em RAM
78	Controle de ROB
79	Números aleatórios, texto, mapas, salvamento e serviços RPG/ADV/SLG
80	Testes de colisão de retângulos e outras formas
81	Operações retangulares sobre mapas de tiles
82	Buffers circulares para histórico de posições
83	Registro, mudança e atualização de cenas
84	Tabelas de rolagem por faixas e linhas de varredura
85	Comunicação serial e pacotes lógicos
86	Implementação da alternância de sprites
87	Alternância de sprites com prioridades
88	Inicialização, contagem de quadros, esperas e interrupções
89	Cabeçalho que reúne a biblioteca
90	Filas de VRAM processadas por NMI
91	Áudio de expansão VRC6
92	Áudio FM VRC7
93	Gráficos de arame para DMG
94	Coordenadas do mundo e áreas visíveis
95	Gráficos de arame monocromáticos de 128×120 para DMG
96	Avançar um passo de processamento
97	Acrescentar dados
98	Aplicar atualizações acumuladas
99	Limpar o conteúdo ou o estado
100	Copiar dados
101	Criar dados de desenho
102	Desativar um recurso
103	Ativar um recurso
104	Preencher uma região
105	Obter uma contagem
106	Carregar dados
107	Executar a operação definida pelos argumentos
108	Preparar o estado inicial
109	Ler um valor
110	Retirar e obter dados
111	Reinicializar o estado
112	Obter um valor ou estado
113	Salvar dados
114	Definir um valor ou uma condição de funcionamento
115	Atualizar o estado
116	Esperar uma condição
117	Escrever um valor
118	Avança a música, os efeitos e os fades, normalmente uma vez por quadro.
119	Reserva uma entrada de sprite livre. Confira o valor de falha antes de usar o resultado.
120	Aplica à PPU as atualizações da fila, normalmente durante o intervalo seguro de NMI.
121	Muda o estado de pausa do controlador de música e efeitos. O jogo precisa pausar sua própria lógica separadamente.
122	Confirma atualizações de VRAM preparadas para processamento por NMI.
123	Converte um inteiro para Q8.8. O inteiro 1 é representado por 256.
124	Copia len bytes da origem para o destino. O código que chama precisa fornecer memória suficiente e bancos acessíveis.
125	Desliga a exibição antes de atualizações diretas da PPU, como a carga inicial.
126	Divide valores Q8.8. Evite divisores zero e valores fora do intervalo representável.
127	Extrai a parte inteira de Q8.8. Consulte a implementação para saber como valores negativos são arredondados.
128	Preenche uma região repetindo um valor de byte. len é uma quantidade de bytes.
129	Obtém o banco em que um símbolo foi colocado. Isso difere de fornecer um endereço numérico arbitrário.
130	Inicializa um objeto livre e retorna seu identificador, ou 0xFF quando o conjunto está cheio.
131	Inicializa a entrada anterior e atual, as transições e a repetição. Chame uma vez na inicialização.
132	Inicializa o hardware de som e o estado do controlador. Inclua primeiro as definições de registradores da APU.
133	Multiplica dois valores Q8.8 e retorna um resultado Q8.8. Mantenha as entradas dentro do intervalo suportado.
134	Em GB, a função de espera chama esse callback de forma cooperativa. A implementação FC atual apenas o armazena; ela não o chama automaticamente.
135	Empacota componentes RGB de 0 a 31 no formato de 15 bits do Game Boy Color.
136	Lê o controle e atualiza as transições de pressão e liberação, normalmente uma vez por quadro do jogo.
137	Retorna o objeto de um identificador válido. Verifique NULL para identificadores fora dos limites ou inativos.
138	Seleciona uma paleta de fundo e uma posição de cor e define componentes RGB de 0 a 31.
139	Seleciona uma paleta OBJ e uma posição de cor e define componentes RGB de 0 a 31.
140	Define as coordenadas de rolagem NES, inclusive para restaurá-las após transferências da PPU.
141	Inicia um efeito sonoro com a prioridade solicitada e registra o banco de ROM visível naquele momento.
142	Inicia a música usando um banco e dados no formato de fluxo do controlador.
143	Testa a pressão inicial e as repetições seguintes no intervalo configurado.
144	Testa se os botões selecionados por mask continuam pressionados.
145	Testa se os botões selecionados por mask foram pressionados nesta atualização.
146	Testa se os botões selecionados por mask foram soltos nesta atualização.
147	Os oito bits inferiores contêm os botões atuais; os oito superiores, as novas pressões. Forneça o estado anterior para detectar transições.
148	Espera o avanço de quadros por NMI. Ative NMI antes de chamar.
149	Espera a próxima atualização de tela. Evite esperar duas vezes por engano no mesmo quadro do jogo.
150	; traduzir os manuais não voltou a executar todas as observações históricas.
151	Um cabeçalho público declara esta API, mas sua implementação não foi localizada nos fontes coletados. Isso não comprova que ela possa ser vinculada ou executada. Identifique a unidade de compilação que a fornece antes de usá-la.
152	Um conjunto de objetos
153	Apêndice: índice de instruções assembly
154	Argumentos, da esquerda para a direita:
155	Recursos
156	Dados em bancos
157	Script de compilação em lote
158	Bits e memória
159	Tabuleiro
160	Iniciar com RAM salva
161	Desvios e laços
162	Registro de compilação
163	Registros de compilação, execução e exibição
164	Exemplo de chamada com código de contexto
165	Coordenadas da câmera
166	Paleta CGB
167	Verificar requisitos da placa
168	Verificar o contrato de emissão de eventos
169	Escolher um manual
170	Círculos
171	Verificações de argumentos do gerador de código
172	Coletar diagnósticos de Famicom
173	Coletar diagnósticos de Game Boy
174	Referência de sintaxe dos comandos
175	Comparar resultados salvos
176	Comparar dois resultados de diagnóstico
177	Função intrínseca do compilador
178	Dicionário de funções intrínsecas do compilador
179	Testes de regressão do compilador
180	Verificações da edição bilíngue completa
181	Programa completo deste exemplo
182	Programas de exemplo completos
183	Consulte estes cabeçalhos para conhecer macros que não são funções, estruturas, limites de arrays, enumerações e aliases. Eles reproduzem literalmente o fonte coletado, incluindo os comentários originais.
184	Índice
185	Continuar de um estado salvo
186	Copiar
187	Criar um plano de correção
188	Criar um relatório a partir de observações salvas
189	Criar um plano de novos testes
190	SISTEMA DE DESENVOLVIMENTO
191	Padrões de projéteis
192	Depuração
193	Somente declaração; implementação não encontrada
194	Origem da declaração ou do identificador: 
195	Descrever um mapper
196	Descrever planos de regras por área
197	Sintaxe dos comandos de desenvolvimento
198	Fluxo de diagnóstico
199	Diagnósticos, comparação e novos testes
200	Mostrar instruções da CPU
201	Baixar o código-fonte
202	Baixar este fragmento
203	Cada entrada registra a compilação, uma execução de 120 quadros no emulador e sua captura de tela. As comparações de pixels são evidências separadas. O código de saída zero, sozinho, não comprova entrada, som ou comportamento corretos. As compilações de publicação e os testes posteriores do espaço de trabalho estão documentados em
204	Cada programa, os cabeçalhos compartilhados, o ascii.c fornecido e seus recursos convertidos estão incluídos. Nomes que começam com m_ são funções auxiliares escritas para estes manuais. Leia cada comando de compilação junto do resultado esperado e do registro de verificação. Execute os comandos a partir da pasta que contém os repositórios irmãos.
205	Verificações de navegador da edição em inglês
206	Avaliar condições de falha de CI
207	Executar uma sequência de entrada registrada
208	Resultado esperado: 
209	Exportar esquemas JSON
210	Exportar recursos de uma ROM
211	Exportar a RAM bruta de bateria de um estado salvo
212	Programação C para Famicom
213	Aritmética de ponto fixo
214	Flags
215	Formato
216	Da primeira linha à execução, à observação e à repetição dos testes.
217	Funções, arrays, estruturas e ponteiros
218	Programação C para Game Boy
219	Estrutura HTML e links
220	Verificações históricas de exibição no navegador
221	Implementação encontrada
222	Implementação a incluir:
223	Inspecionar um pacote de reprodução
224	Inspecionar um arquivo de estado
225	Inspecionar informações de compilação
226	Inspecionar a estrutura do disco
227	Inspecionar o cabeçalho da ROM
228	Instrução
229	KITAQ SERIES — MANUAL DA SÉRIE KITAQ
230	SÉRIE KITAQ • EDIÇÃO DE REFERÊNCIA
231	BIBLIOTECA KITAQFC
232	BIBLIOTECA KITAQFC — MANUAL DA SÉRIE KITAQ
233	KITAQFC — MANUAL DA SÉRIE KITAQ
234	BIBLIOTECA KITAQGB
235	BIBLIOTECA KITAQGB — MANUAL DA SÉRIE KITAQ
