000	选择语言
001	{action}。模块：{module}。确切的单位、结束标记和返回条件，请查阅下方声明、原始说明及实现。
002	构建退出码：{build} / 运行状态：{runtime}
003	{id} 的模拟器截图
004	共 {count} 个条目。展开可查看语法、参数、源码说明和示例。调用片段依赖外围初始化，不能单独构建 ROM。新增参数传递示例只说明如何把准备好的值交给 API，不代表已完成设备级验证。
005	。数组和指针需要足够空间，并在处理结束前保持有效。
006	。还须加入它调用的其他函数的实现文件。
007	。值的含义及成功、失败返回值，以原始说明和实现中的返回条件为准。
008	初始为 000，每次新按下 A 增加一次
009	001，未注册回调
010	001，数值对象池示例，不使用子弹背景合成
011	001，跟踪日志记录 HP=42
012	步进一次后为 042；本例使用整数像素
013	显示 042 并发出脉冲音
014	显示 042 并发出短脉冲音
015	CGB 模式下，白底紫色 042
016	042，整数像素坐标
017	042，即世界 x=52 减去镜头 x=10
018	042，从 bank 0 的固定 ROM 复制数据
019	042，游戏使用头文件常量显式积分
020	042，历史中包含 (20,30)
021	042，三个字节各为 42
022	未连接时为 255，超时为 000，连接时显示对端值
023	在 (3,8) 显示 4
024	屏幕上显示一个精灵
025	显示 HELLO WORLD 和 042
026	显示大写、小写、数字以及全部 30 个符号
027	在精灵位置显示字母 A
028	SCX 增加时标题向左移动
029	标题水平滚动
030	数值范围 000～009；相同种子重复同一序列
031	2D 运动与碰撞
032	3D AABB 物理
033	素材 ID 与数据描述符
034	背景、窗口与分屏滚动
035	考虑 bank 的代码与数据访问
036	基本整数类型
037	棋盘、行动列表与撤销
038	弹池、扇形发射、命中与擦弹
039	按钮状态、按下、松开与重复
040	NMI、OAM 与 PPU 传输的 C 辅助函数
041	CGB 背景与 OBJ 调色板
042	CGB 图块编号与属性
043	圆形物体物理
044	CGB 彩色线框
045	编译器内建函数
046	DMG-07 外部时钟通信
047	直接 PPU 操作
048	FDS 磁盘操作
049	FDS 覆盖模块代码
050	FDS 保存功能声明
051	FDS 波表音源
052	快速整数运算
053	定点数内建接口
054	游戏 actor 数组
055	游戏操作宏
056	长按重复输入
057	由多个精灵组成的图像
058	键盘扫描
059	光枪输入接口
060	载入 FDS 文件
061	查找表
062	MIDI 输入输出接口
063	Mapper bank 与 IRQ
064	麦克风输入
065	通过 VBlank IRQ 播放音乐
066	音乐、音效与音频控制
067	NES 手柄输入
068	NES 调色板
069	名称表素材与放置
070	名称表属性
071	OAM 影子缓冲操作
072	OBJ 分配、定位、组合精灵与动画
073	固定数组对象池
074	PPU 显示声明
075	Q8.8 定点运算与矩形
076	VRAM 队列更新与传输
077	RAM 记录与断言
078	ROB 控制
079	随机数、文字、地图、保存及 RPG/ADV/SLG 功能
080	矩形及其他碰撞测试
081	矩形图块地图操作
082	位置历史环形缓冲
083	场景注册、切换与更新
084	分段及逐扫描线滚动表
085	串行通信与逻辑数据包
086	精灵轮换实现
087	保留优先级的精灵轮换
088	启动、帧计数、等待与中断
089	库汇总头文件
090	由 NMI 处理的 VRAM 队列
091	VRC6 扩展音源
092	VRC7 FM 音源
093	DMG 线框
094	世界坐标与可见区域
095	DMG 的 128×120 单色线框
096	推进一个处理步骤
097	追加数据
098	应用累积的更新
099	清除内容或状态
100	复制数据
101	生成绘图数据
102	关闭功能
103	启用功能
104	填充区域
105	取得数量
106	载入数据
107	执行参数指定的操作
108	准备初始状态
